Rank,UniProt_ID,STRING_ID,Protein_Names,pLLPS_Score
153,Q9Y2H2,SAC2_HUMAN,Phosphatidylinositide phosphatase SAC2 (EC 3.1.3.25) (Inositol polyphosphate 5-phosphatase F) (Sac domain-containing inositol phosphatase 2) (Sac domain-containing phosphoinositide 4-phosphatase 2) (hSAC2),0.69
154,Q9UMZ3,PTPRQ_HUMAN,Phosphatidylinositol phosphatase PTPRQ (EC 3.1.3.-) (Receptor-type tyrosine-protein phosphatase Q) (PTP-RQ) (R-PTP-Q) (EC 3.1.3.48),0.69
155,Q16787,LAMA3_HUMAN,Laminin subunit alpha-3 (Epiligrin 170 kDa subunit) (E170) (Epiligrin subunit alpha) (Kalinin subunit alpha) (Laminin-5 subunit alpha) (Laminin-6 subunit alpha) (Laminin-7 subunit alpha) (Nicein subunit alpha),0.69
156,Q9ULR3,PPM1H_HUMAN,Protein phosphatase 1H (EC 3.1.3.16),0.68
157,Q86WG5,MTMRD_HUMAN,Myotubularin-related protein 13 (Inactive phosphatidylinositol 3-phosphatase 13) (SET-binding factor 2),0.67
158,Q86T03,PP4P1_HUMAN,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase (Type 1 PtdIns-4,5-P2 4-Ptase) (EC 3.1.3.78) (PtdIns-4,5-P2 4-Ptase I) (Transmembrane protein 55B)",0.66
159,Q96LC7,SIG10_HUMAN,Sialic acid-binding Ig-like lectin 10 (Siglec-10) (Siglec-like protein 2),0.66
160,O75688,PPM1B_HUMAN,Protein phosphatase 1B (EC 3.1.3.16) (Protein phosphatase 2C isoform beta) (PP2C-beta),0.65
161,Q8IY26,PLPP6_HUMAN,Phospholipid phosphatase 6 (EC 3.1.3.-) (Phosphatidic acid phosphatase type 2 domain-containing protein 2) (PPAP2 domain-containing protein 2) (Presqualene diphosphate phosphatase),0.65
162,O14948,TFEC_HUMAN,Transcription factor EC (TFE-C) (Class E basic helix-loop-helix protein 34) (bHLHe34) (Transcription factor EC-like) (hTFEC-L),0.65
163,Q92900,RENT1_HUMAN,Regulator of nonsense transcripts 1 (EC 3.6.4.-) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (hUpf1),0.64
164,Q99952,PTN18_HUMAN,Tyrosine-protein phosphatase non-receptor type 18 (EC 3.1.3.48) (Brain-derived phosphatase),0.64
165,P78324,SHPS1_HUMAN,Tyrosine-protein phosphatase non-receptor type substrate 1 (SHP substrate 1) (SHPS-1) (Brain Ig-like molecule with tyrosine-based activation motifs) (Bit) (CD172 antigen-like family member A) (Inhibitory receptor SHPS-1) (Macrophage fusion receptor) (MyD-1 antigen) (Signal-regulatory protein alpha-1) (Sirp-alpha-1) (Signal-regulatory protein alpha-2) (Sirp-alpha-2) (Signal-regulatory protein alpha-3) (Sirp-alpha-3) (p84) (CD antigen CD172a),0.63
166,Q8N4L2,PP4P2_HUMAN,"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase (Type 2 PtdIns-4,5-P2 4-Ptase) (EC 3.1.3.78) (PtdIns-4,5-P2 4-Ptase II) (Transmembrane protein 55A)",0.63
167,Q96P26,5NT1B_HUMAN,Cytosolic 5'-nucleotidase 1B (cN1B) (EC 3.1.3.5) (Autoimmune infertility-related protein) (Cytosolic 5'-nucleotidase IB) (cN-IB),0.61
168,P30307,MPIP3_HUMAN,M-phase inducer phosphatase 3 (EC 3.1.3.48) (Dual specificity phosphatase Cdc25C),0.61
169,O75864,PPR37_HUMAN,Protein phosphatase 1 regulatory subunit 37 (Leucine-rich repeat-containing protein 68),0.6
170,Q09013,DMPK_HUMAN,Myotonin-protein kinase (MT-PK) (EC 2.7.11.1) (DM-kinase) (DMK) (DM1 protein kinase) (DMPK) (Myotonic dystrophy protein kinase),0.6
171,P31749,AKT1_HUMAN,RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha),0.59
172,Q9NZI8,IF2B1_HUMAN,Insulin-like growth factor 2 mRNA-binding protein 1 (IGF2 mRNA-binding protein 1) (IMP-1) (IMP1) (Coding region determinant-binding protein) (CRD-BP) (IGF-II mRNA-binding protein 1) (VICKZ family member 1) (Zipcode-binding protein 1) (ZBP-1),0.57
173,Q9H4B4,PLK3_HUMAN,Serine/threonine-protein kinase PLK3 (EC 2.7.11.21) (Cytokine-inducible serine/threonine-protein kinase) (FGF-inducible kinase) (Polo-like kinase 3) (PLK-3) (Proliferation-related kinase),0.57
174,Q8WY54,PPM1E_HUMAN,Protein phosphatase 1E (EC 3.1.3.16) (Ca(2+)/calmodulin-dependent protein kinase phosphatase N) (CaMKP-N) (CaMKP-nucleus) (CaMKN) (Partner of PIX 1) (Partner of PIX-alpha) (Partner of PIXA),0.57
175,P10586,PTPRF_HUMAN,Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR),0.56
176,Q13613,MTMR1_HUMAN,"Myotubularin-related protein 1 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)",0.55
177,Q99653,CHP1_HUMAN,Calcineurin B homologous protein 1 (Calcineurin B-like protein) (Calcium-binding protein CHP) (Calcium-binding protein p22) (EF-hand calcium-binding domain-containing protein p22),0.55
178,Q06190,P2R3A_HUMAN,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha (PP2A subunit B isoform PR72/PR130) (PP2A subunit B isoform R3 isoform) (PP2A subunit B isoforms B''-PR72/PR130) (PP2A subunit B isoforms B72/B130) (Serine/threonine-protein phosphatase 2A 72/130 kDa regulatory subunit B),0.54
179,Q6IN85,P4R3A_HUMAN,Serine/threonine-protein phosphatase 4 regulatory subunit 3A (SMEK homolog 1),0.54
180,Q9C0I1,MTMRC_HUMAN,Myotubularin-related protein 12 (Inactive phosphatidylinositol 3-phosphatase 12) (Phosphatidylinositol 3 phosphate 3-phosphatase adapter subunit) (3-PAP) (3-phosphatase adapter protein),0.52
181,P18031,PTN1_HUMAN,Tyrosine-protein phosphatase non-receptor type 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1B) (PTP-1B),0.52
182,Q96GD0,PLPP_HUMAN,Pyridoxal phosphate phosphatase (PLP phosphatase) (EC 3.1.3.3) (EC 3.1.3.74) (Chronophin),0.51
183,Q15262,PTPRK_HUMAN,Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48),0.51
184,O96017,CHK2_HUMAN,Serine/threonine-protein kinase Chk2 (EC 2.7.11.1) (CHK2 checkpoint homolog) (Cds1 homolog) (Hucds1) (hCds1) (Checkpoint kinase 2),0.51
185,Q13496,MTM1_HUMAN,"Myotubularin (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)",0.5
186,Q9H0C8,ILKAP_HUMAN,Integrin-linked kinase-associated serine/threonine phosphatase 2C (ILKAP) (EC 3.1.3.16),0.5
187,Q92688,AN32B_HUMAN,Acidic leucine-rich nuclear phosphoprotein 32 family member B (Acidic protein rich in leucines) (Putative HLA-DR-associated protein I-2) (PHAPI2) (Silver-stainable protein SSP29),0.5
188,O95685,PPR3D_HUMAN,Protein phosphatase 1 regulatory subunit 3D (Protein phosphatase 1 regulatory subunit 6) (PP1 subunit R6) (Protein phosphatase 1-binding subunit R6),0.49
189,O75582,KS6A5_HUMAN,Ribosomal protein S6 kinase alpha-5 (S6K-alpha-5) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 5) (Nuclear mitogen- and stress-activated protein kinase 1) (RSK-like protein kinase) (RSKL),0.49
190,P13688,CEAM1_HUMAN,Carcinoembryonic antigen-related cell adhesion molecule 1 (Biliary glycoprotein 1) (BGP-1) (CD antigen CD66a),0.49
191,P04049,RAF1_HUMAN,RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1) (Proto-oncogene c-RAF) (cRaf) (Raf-1),0.49
192,Q9UPR3,SMG5_HUMAN,Protein SMG5 (EST1-like protein B) (LPTS-RP1) (LPTS-interacting protein) (SMG-5 homolog) (hSMG-5),0.49
193,A2A3K4,PTPC1_HUMAN,Protein tyrosine phosphatase domain-containing protein 1 (EC 3.1.3.-),0.48
194,Q96T60,PNKP_HUMAN,Bifunctional polynucleotide phosphatase/kinase (DNA 5'-kinase/3'-phosphatase) (Polynucleotide kinase-3'-phosphatase) [Includes: Polynucleotide 3'-phosphatase (EC 3.1.3.32) (2'(3')-polynucleotidase); Polynucleotide 5'-hydroxyl-kinase (EC 2.7.1.78)],0.48
195,Q3ZCQ8,TIM50_HUMAN,Mitochondrial import inner membrane translocase subunit TIM50,0.48
196,P35236,PTN7_HUMAN,Tyrosine-protein phosphatase non-receptor type 7 (EC 3.1.3.48) (Hematopoietic protein-tyrosine phosphatase) (HEPTP) (Protein-tyrosine phosphatase LC-PTP),0.48
197,Q9Y570,PPME1_HUMAN,Protein phosphatase methylesterase 1 (PME-1) (EC 3.1.1.89),0.47
198,P23468,PTPRD_HUMAN,Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48),0.47
199,P04439,HLAA_HUMAN,"HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A) (HLA-A)",0.47
200,Q13115,DUS4_HUMAN,Dual specificity protein phosphatase 4 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH2) (Mitogen-activated protein kinase phosphatase 2) (MAP kinase phosphatase 2) (MKP-2),0.46
201,Q13332,PTPRS_HUMAN,Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase sigma) (R-PTP-sigma),0.46
202,Q5MIZ7,P4R3B_HUMAN,Serine/threonine-protein phosphatase 4 regulatory subunit 3B (SMEK homolog 2),0.44
203,P35813,PPM1A_HUMAN,Protein phosphatase 1A (EC 3.1.3.16) (Protein phosphatase 2C isoform alpha) (PP2C-alpha) (Protein phosphatase IA),0.44
204,Q9P1A2,PP4RL_HUMAN,Putative serine/threonine-protein phosphatase 4 regulatory subunit 1-like,0.44
205,P49760,CLK2_HUMAN,Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2),0.44
206,O75676,KS6A4_HUMAN,Ribosomal protein S6 kinase alpha-4 (S6K-alpha-4) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 4) (Nuclear mitogen- and stress-activated protein kinase 2) (Ribosomal protein kinase B) (RSKB),0.43
207,Q92729,PTPRU_HUMAN,Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Pancreatic carcinoma phosphatase 2) (PCP-2) (Protein-tyrosine phosphatase J) (PTP-J) (hPTP-J) (Protein-tyrosine phosphatase pi) (PTP pi) (Protein-tyrosine phosphatase receptor omicron) (PTP-RO) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi),0.43
208,P10321,HLAC_HUMAN,"HLA class I histocompatibility antigen, C alpha chain (HLA-C) (HLA-Cw) (Human leukocyte antigen C)",0.43
209,Q9Y5P8,P2R3B_HUMAN,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta (PP2A subunit B isoform PR48) (Protein phosphatase 2A 48 kDa regulatory subunit),0.42
210,P48730,KC1D_HUMAN,Casein kinase I isoform delta (CKI-delta) (CKId) (EC 2.7.11.1) (Tau-protein kinase CSNK1D) (EC 2.7.11.26),0.42
211,Q9BT67,NFIP1_HUMAN,NEDD4 family-interacting protein 1 (Breast cancer-associated protein SGA-1M) (NEDD4 WW domain-binding protein 5) (Putative MAPK-activating protein PM13) (Putative NF-kappa-B-activating protein 164) (Putative NFKB and MAPK-activating protein),0.41
212,O75663,TIPRL_HUMAN,TIP41-like protein (Putative MAPK-activating protein PM10) (Type 2A-interacting protein) (TIP),0.41
213,O14830,PPE2_HUMAN,Serine/threonine-protein phosphatase with EF-hands 2 (PPEF-2) (EC 3.1.3.16),0.41
214,Q96GM1,PLPR2_HUMAN,Phospholipid phosphatase-related protein type 2 (EC 3.1.3.4) (Lipid phosphate phosphatase-related protein type 2) (Plasticity-related gene 4 protein) (PRG-4),0.4
215,Q9UNW1,MINP1_HUMAN,"Multiple inositol polyphosphate phosphatase 1 (EC 3.1.3.62) (2,3-bisphosphoglycerate 3-phosphatase) (2,3-BPG phosphatase) (EC 3.1.3.80) (Inositol (1,3,4,5)-tetrakisphosphate 3-phosphatase) (Ins(1,3,4,5)P(4) 3-phosphatase)",0.39
216,Q96HS1,PGAM5_HUMAN,"Serine/threonine-protein phosphatase PGAM5, mitochondrial (EC 3.1.3.16) (Bcl-XL-binding protein v68) (Phosphoglycerate mutase family member 5)",0.39
217,O15327,INP4B_HUMAN,"Inositol polyphosphate 4-phosphatase type II (Type II inositol 3,4-bisphosphate 4-phosphatase) (EC 3.1.3.66)",0.39
218,O43745,CHP2_HUMAN,Calcineurin B homologous protein 2 (Hepatocellular carcinoma-associated antigen 520),0.39
219,Q6XCG6,YA011_HUMAN,Putative uncharacterized protein PP632,0.39
220,Q4JDL3,PTN20_HUMAN,Tyrosine-protein phosphatase non-receptor type 20 (hPTPN20) (EC 3.1.3.48),0.38
221,Q9UQ13,SHOC2_HUMAN,Leucine-rich repeat protein SHOC-2 (Protein soc-2 homolog) (Protein sur-8 homolog),0.38
222,Q4G0W2,DUS28_HUMAN,Dual specificity phosphatase 28 (EC 3.1.3.16) (EC 3.1.3.48),0.38
223,O14965,AURKA_HUMAN,Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (hARK1) (Breast tumor-amplified kinase) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase aurora-A),0.38
224,Q9NX62,IMPA3_HUMAN,"Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase (Golgi-resident PAP phosphatase) (gPAPP) (EC 3.1.3.7) (3'(2'), 5'-bisphosphate nucleotidase 2) (Inositol monophosphatase domain-containing protein 1) (Myo-inositol monophosphatase A3) (Phosphoadenosine phosphate 3'-nucleotidase)",0.38
225,Q8TE99,PXYP1_HUMAN,2-phosphoxylose phosphatase 1 (EC 3.1.3.-) (Acid phosphatase-like protein 2) (Xylosyl phosphatase) (epididymis luminal protein 124),0.37
226,Q96DE0,NUD16_HUMAN,U8 snoRNA-decapping enzyme (EC 3.6.1.62) (IDP phosphatase) (IDPase) (EC 3.6.1.64) (Inosine diphosphate phosphatase) (Nucleoside diphosphate-linked moiety X motif 16) (Nudix motif 16) (Nudix hydrolase 16) (U8 snoRNA-binding protein H29K) (m7GpppN-mRNA hydrolase),0.36
227,A8MPX8,PP2D1_HUMAN,Protein phosphatase 2C-like domain-containing protein 1,0.36
228,Q6ZVK8,NUD18_HUMAN,"8-oxo-dGDP phosphatase NUDT18 (EC 3.6.1.58) (2-hydroxy-dADP phosphatase) (7,8-dihydro-8-oxoguanine phosphatase) (MutT homolog 3) (Nucleoside diphosphate-linked moiety X motif 18) (Nudix motif 18)",0.36
229,Q8NB46,ANR52_HUMAN,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C (PP6-ARS-C) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-C) (Ankyrin repeat domain-containing protein 52),0.36
230,P28827,PTPRM_HUMAN,Receptor-type tyrosine-protein phosphatase mu (Protein-tyrosine phosphatase mu) (R-PTP-mu) (EC 3.1.3.48),0.35
231,P49674,KC1E_HUMAN,Casein kinase I isoform epsilon (CKI-epsilon) (CKIe) (EC 2.7.11.1),0.35
232,O60729,CC14B_HUMAN,Dual specificity protein phosphatase CDC14B (EC 3.1.3.16) (EC 3.1.3.48) (CDC14 cell division cycle 14 homolog B),0.35
233,P23469,PTPRE_HUMAN,Receptor-type tyrosine-protein phosphatase epsilon (Protein-tyrosine phosphatase epsilon) (R-PTP-epsilon) (EC 3.1.3.48),0.35
234,Q96C90,PP14B_HUMAN,Protein phosphatase 1 regulatory subunit 14B (Phospholipase C-beta-3 neighbouring gene protein),0.34
235,Q96LQ0,PPR36_HUMAN,Protein phosphatase 1 regulatory subunit 36,0.34
236,Q06124,PTN11_HUMAN,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3),0.34
237,Q9Y216,MTMR7_HUMAN,"Myotubularin-related protein 7 (Inositol 1,3-bisphosphate phosphatase) (EC 3.1.3.-) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)",0.33
238,O14522,PTPRT_HUMAN,Receptor-type tyrosine-protein phosphatase T (R-PTP-T) (EC 3.1.3.48) (Receptor-type tyrosine-protein phosphatase rho) (RPTP-rho),0.33
239,Q6NUP7,PP4R4_HUMAN,Serine/threonine-protein phosphatase 4 regulatory subunit 4,0.33
240,P26045,PTN3_HUMAN,Tyrosine-protein phosphatase non-receptor type 3 (EC 3.1.3.48) (Protein-tyrosine phosphatase H1) (PTP-H1),0.33
241,Q93009,UBP7_HUMAN,Ubiquitin carboxyl-terminal hydrolase 7 (EC 3.4.19.12) (Deubiquitinating enzyme 7) (Herpesvirus-associated ubiquitin-specific protease) (Ubiquitin thioesterase 7) (Ubiquitin-specific-processing protease 7),0.33
242,P54829,PTN5_HUMAN,Tyrosine-protein phosphatase non-receptor type 5 (EC 3.1.3.48) (Neural-specific protein-tyrosine phosphatase) (Striatum-enriched protein-tyrosine phosphatase) (STEP),0.33
243,Q9BZG2,PPAT_HUMAN,Testicular acid phosphatase (EC 3.1.3.2) (Acid phosphatase 4),0.33
244,Q8TF05,PP4R1_HUMAN,Serine/threonine-protein phosphatase 4 regulatory subunit 1,0.33
245,Q13291,SLAF1_HUMAN,Signaling lymphocytic activation molecule (CDw150) (IPO-3) (SLAM family member 1) (CD antigen CD150),0.33
246,P32019,I5P2_HUMAN,"Type II inositol 1,4,5-trisphosphate 5-phosphatase (EC 3.1.3.36) (75 kDa inositol polyphosphate-5-phosphatase) (Phosphoinositide 5-phosphatase) (5PTase)",0.32
247,Q01968,OCRL_HUMAN,"Inositol polyphosphate 5-phosphatase OCRL (EC 3.1.3.36) (EC 3.1.3.56) (Inositol polyphosphate 5-phosphatase OCRL-1) (OCRL-1) (Lowe oculocerebrorenal syndrome protein) (Phosphatidylinositol 3,4,5-triphosphate 5-phosphatase) (EC 3.1.3.86)",0.31
248,Q9BXI3,5NT1A_HUMAN,Cytosolic 5'-nucleotidase 1A (cN1A) (EC 3.1.3.5) (Cytosolic 5'-nucleotidase IA) (cN-I) (cN-IA),0.31
249,Q92673,SORL_HUMAN,Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (SorLA),0.31
250,Q16828,DUS6_HUMAN,Dual specificity protein phosphatase 6 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase PYST1) (Mitogen-activated protein kinase phosphatase 3) (MAP kinase phosphatase 3) (MKP-3),0.3
251,Q8IV63,VRK3_HUMAN,Inactive serine/threonine-protein kinase VRK3 (Serine/threonine-protein pseudokinase VRK3) (Vaccinia-related kinase 3),0.3
252,Q6ZMI0,PPR21_HUMAN,Protein phosphatase 1 regulatory subunit 21 (Coiled-coil domain-containing protein 128) (KLRAQ motif-containing protein 1),0.3
253,Q15831,STK11_HUMAN,Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1) (LKB1) (hLKB1) (Renal carcinoma antigen NY-REN-19),0.3
254,Q15173,2A5B_HUMAN,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform (PP2A B subunit isoform B'-beta) (PP2A B subunit isoform B56-beta) (PP2A B subunit isoform PR61-beta) (PP2A B subunit isoform R5-beta),0.3
255,Q9NVE7,PANK4_HUMAN,4'-phosphopantetheine phosphatase (EC 3.1.3.-) (Inactive pantothenic acid kinase 4) (hPanK4),0.3
256,P31751,AKT2_HUMAN,RAC-beta serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-2) (Protein kinase B beta) (PKB beta) (RAC-PK-beta),0.3
257,Q05923,DUS2_HUMAN,Dual specificity protein phosphatase 2 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase PAC-1),0.3
258,Q8TF42,UBS3B_HUMAN,Ubiquitin-associated and SH3 domain-containing protein B (EC 3.1.3.48) (Cbl-interacting protein p70) (Suppressor of T-cell receptor signaling 1) (STS-1) (T-cell ubiquitin ligand 2) (TULA-2) (Tyrosine-protein phosphatase STS1/TULA2),0.29
259,Q16690,DUS5_HUMAN,Dual specificity protein phosphatase 5 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH3),0.29
260,O15344,TRI18_HUMAN,E3 ubiquitin-protein ligase Midline-1 (EC 2.3.2.27) (Midin) (Putative transcription factor XPRF) (RING finger protein 59) (RING finger protein Midline-1) (RING-type E3 ubiquitin transferase Midline-1) (Tripartite motif-containing protein 18),0.29
261,O95278,EPM2A_HUMAN,Laforin (EC 3.1.3.-) (EC 3.1.3.16) (EC 3.1.3.48) (Glucan phosphatase) (Glycogen phosphatase) (Lafora PTPase) (LAFPTPase),0.29
262,Q14738,2A5D_HUMAN,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform (PP2A B subunit isoform B'-delta) (PP2A B subunit isoform B56-delta) (PP2A B subunit isoform PR61-delta) (PP2A B subunit isoform R5-delta),0.29
263,Q15172,2A5A_HUMAN,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform (PP2A B subunit isoform B'-alpha) (PP2A B subunit isoform B56-alpha) (PP2A B subunit isoform PR61-alpha) (PR61alpha) (PP2A B subunit isoform R5-alpha),0.28
264,P23467,PTPRB_HUMAN,Receptor-type tyrosine-protein phosphatase beta (Protein-tyrosine phosphatase beta) (R-PTP-beta) (EC 3.1.3.48) (Vascular endothelial protein tyrosine phosphatase) (VE-PTP),0.28
265,Q9BX95,SGPP1_HUMAN,Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1) (Sphingosine-1-phosphate phosphohydrolase 1) (SPP-1),0.28
266,P10696,PPBN_HUMAN,"Alkaline phosphatase, germ cell type (EC 3.1.3.1) (ALP-1) (Alkaline phosphatase Nagao isozyme) (Alkaline phosphatase, placental-like) (Germ cell alkaline phosphatase) (GCAP) (Placental alkaline phosphatase-like) (PLAP-like)",0.27
267,Q8WZ26,YS006_HUMAN,Putative uncharacterized protein PP6455,0.27
268,O00442,RTCA_HUMAN,RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1) (RTC domain-containing protein 1),0.27
269,P05187,PPB1_HUMAN,"Alkaline phosphatase, placental type (EC 3.1.3.1) (Alkaline phosphatase Regan isozyme) (Placental alkaline phosphatase 1) (PLAP-1)",0.26
270,P29350,PTN6_HUMAN,Tyrosine-protein phosphatase non-receptor type 6 (EC 3.1.3.48) (Hematopoietic cell protein-tyrosine phosphatase) (Protein-tyrosine phosphatase 1C) (PTP-1C) (Protein-tyrosine phosphatase SHP-1) (SH-PTP1),0.26
271,P01375,TNFA_HUMAN,"Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]",0.26
272,O43639,NCK2_HUMAN,Cytoplasmic protein NCK2 (Growth factor receptor-bound protein 4) (NCK adaptor protein 2) (Nck-2) (SH2/SH3 adaptor protein NCK-beta),0.26
273,Q13362,2A5G_HUMAN,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform (PP2A B subunit isoform B'-gamma) (PP2A B subunit isoform B56-gamma) (PP2A B subunit isoform PR61-gamma) (PP2A B subunit isoform R5-gamma) (Renal carcinoma antigen NY-REN-29),0.26
274,Q9UK39,NOCT_HUMAN,Nocturnin (EC 3.1.3.-) (Carbon catabolite repression 4-like protein),0.26
275,Q16827,PTPRO_HUMAN,Receptor-type tyrosine-protein phosphatase O (R-PTP-O) (EC 3.1.3.48) (Glomerular epithelial protein 1) (Protein tyrosine phosphatase U2) (PTP-U2) (PTPase U2),0.25
276,Q6DKJ4,NXN_HUMAN,Nucleoredoxin (EC 1.8.1.8),0.25
277,O43293,DAPK3_HUMAN,Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (Zipper-interacting protein kinase) (ZIP-kinase),0.25
278,Q9H0U4,RAB1B_HUMAN,Ras-related protein Rab-1B,0.25
279,Q8N3J5,PPM1K_HUMAN,"Protein phosphatase 1K, mitochondrial (EC 3.1.3.16) (PP2C domain-containing protein phosphatase 1K) (PP2C-like mitochondrial protein) (PP2C-type mitochondrial phosphoprotein phosphatase) (PTMP) (Protein phosphatase 2C isoform kappa) (PP2C-kappa)",0.25
280,Q92562,FIG4_HUMAN,"Polyphosphoinositide phosphatase (EC 3.1.3.-) (Phosphatidylinositol 3,5-bisphosphate 5-phosphatase) (SAC domain-containing protein 3)",0.24
281,O14829,PPE1_HUMAN,Serine/threonine-protein phosphatase with EF-hands 1 (PPEF-1) (EC 3.1.3.16) (Protein phosphatase with EF calcium-binding domain) (PPEF) (Serine/threonine-protein phosphatase 7) (PP7),0.24
282,P29074,PTN4_HUMAN,Tyrosine-protein phosphatase non-receptor type 4 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG1) (MEG) (PTPase-MEG1),0.24
283,O15172,PSPHL_HUMAN,Putative phosphoserine phosphatase-like protein (L-3-phosphoserine-phosphatase homolog),0.24
284,Q6PID8,KLD10_HUMAN,Kelch domain-containing protein 10,0.24
285,Q66LE6,2ABD_HUMAN,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform (PP2A subunit B isoform B55-delta) (PP2A subunit B isoform PR55-delta) (PP2A subunit B isoform R2-delta) (PP2A subunit B isoform delta),0.24
286,Q9GZU7,CTDS1_HUMAN,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1 (EC 3.1.3.16) (Nuclear LIM interactor-interacting factor 3) (NLI-IF) (NLI-interacting factor 3) (Small C-terminal domain phosphatase 1) (SCP1) (Small CTD phosphatase 1),0.24
287,Q8NI37,PPTC7_HUMAN,Protein phosphatase PTC7 homolog (EC 3.1.3.16) (T-cell activation protein phosphatase 2C) (TA-PP2C) (T-cell activation protein phosphatase 2C-like),0.23
288,P63151,2ABA_HUMAN,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha),0.23
289,P56180,TPTE_HUMAN,Putative tyrosine-protein phosphatase TPTE (EC 3.1.3.48) (Cancer/testis antigen 44) (CT44) (Transmembrane phosphatase with tensin homology) (Tumor antigen BJ-HCC-5),0.23
