UniProt_ID,mean_rank,weighted_mean_rank,rank_sd,n_predictors,Entry_name,p(LLPS),pLLPS_Class,TMD_count,Length,Protein_Name,leakage_any
P16234,0.6305126342629251,0.6439331050094009,0.22771201668496982,18,PGFRA_HUMAN,0.24,Low,1.0,1089.0,Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (CD140a antigen) (Platelet-derived growth factor alpha receptor) (Platelet-derived growth factor receptor 2) (PDGFR-2) (CD antigen CD140a),True
Q13505,0.6564323486484495,0.6433865901511122,0.2541696581690968,18,MTX1_HUMAN,0.72,High,1.0,466.0,Metaxin-1 (Mitochondrial outer membrane import complex protein 1),True
P32004,0.6247956405335713,0.6406977866179486,0.24043795978880778,18,L1CAM_HUMAN,0.66,Medium,1.0,1257.0,Neural cell adhesion molecule L1 (N-CAM-L1) (NCAM-L1) (CD antigen CD171),True
Q5R3F8,0.6442763280110897,0.6383508598296408,0.20336007634102937,18,PPR29_HUMAN,0.97,High,1.0,820.0,Protein phosphatase 1 regulatory subunit 29 (Extracellular leucine-rich repeat and fibronectin type III domain-containing protein 2) (Leucine-rich repeat and fibronectin type-III domain-containing protein 6) (Leucine-rich repeat-containing protein 62),True
P35968,0.616534444365815,0.6374228669822279,0.2596675743879222,18,VGFR2_HUMAN,0.51,Medium,1.0,1356.0,Vascular endothelial growth factor receptor 2 (VEGFR-2) (EC 2.7.10.1) (Fetal liver kinase 1) (FLK-1) (Kinase insert domain receptor) (KDR) (Protein-tyrosine kinase receptor flk-1) (CD antigen CD309),True
P10721,0.6126617033505297,0.6344525687593826,0.22066863300540746,18,KIT_HUMAN,0.22,Low,1.0,976.0,Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Piebald trait protein) (PBT) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (p145 c-kit) (v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog) (CD antigen CD117),True
Q12879,0.6284061129128611,0.6339161892575019,0.20941597153538827,18,NMDE1_HUMAN,0.5,Medium,4.0,1464.0,"Glutamate receptor ionotropic, NMDA 2A (GluN2A) (Glutamate [NMDA] receptor subunit epsilon-1) (N-methyl D-aspartate receptor subtype 2A) (NMDAR2A) (NR2A) (hNR2A)",True
Q9H461,0.6543629605931272,0.632347776957876,0.31937074398648085,18,FZD8_HUMAN,0.94,High,7.0,694.0,Frizzled-8 (Fz-8) (hFz8),False
P41594,0.638390274607187,0.631844863283661,0.17510615646179517,18,GRM5_HUMAN,0.8,High,7.0,1212.0,Metabotropic glutamate receptor 5 (mGluR5),True
P13637,0.6174579520556395,0.6316107078520531,0.22727918876691092,18,AT1A3_HUMAN,0.31,Low,10.0,1013.0,Sodium/potassium-transporting ATPase subunit alpha-3 (Na(+)/K(+) ATPase alpha-3 subunit) (EC 7.2.2.13) (Na(+)/K(+) ATPase alpha(III) subunit) (Sodium pump subunit alpha-3),False
Q16799,0.6350701126080468,0.6308335111338347,0.2569300411525708,18,RTN1_HUMAN,1.0,High,2.0,776.0,Reticulon-1 (Neuroendocrine-specific protein),True
P05556,0.6010765456287576,0.6298762704945456,0.2838413859300439,18,ITB1_HUMAN,0.24,Low,1.0,798.0,Integrin beta-1 (Fibronectin receptor subunit beta) (Glycoprotein IIa) (GPIIA) (VLA-4 subunit beta) (CD antigen CD29),True
Q8IY17,0.628401651856686,0.6294475234825767,0.2309943975148493,18,PLPL6_HUMAN,0.81,High,1.0,1375.0,Patatin-like phospholipase domain-containing protein 6 (EC 3.1.1.5) (Neuropathy target esterase),True
O15400,0.6168536146294192,0.626528740747185,0.30860815780244993,18,STX7_HUMAN,0.24,Low,1.0,261.0,Syntaxin-7,False
P45880,0.5852996324526258,0.6257428648202596,0.3447849914459781,18,VDAC2_HUMAN,0.23,Low,20.0,294.0,Voltage-dependent anion-selective channel protein 2 (VDAC-2) (hVDAC2) (Outer mitochondrial membrane protein porin 2),True
Q9UHC6,0.6081528722076252,0.624890012567877,0.2524766055320034,18,CNTP2_HUMAN,0.49,Medium,1.0,1331.0,Contactin-associated protein-like 2 (Cell recognition molecule Caspr2),True
P19022,0.6087060724868207,0.6248523083584484,0.2484193948833313,18,CADH2_HUMAN,0.41,Medium,1.0,906.0,Cadherin-2 (CDw325) (Neural cadherin) (N-cadherin) (CD antigen CD325),False
O00533,0.6112382412673409,0.6246132312175663,0.21950512091639449,18,NCHL1_HUMAN,0.49,Medium,1.0,1208.0,Neural cell adhesion molecule L1-like protein (Close homolog of L1) [Cleaved into: Processed neural cell adhesion molecule L1-like protein],True
P17948,0.5993104167113813,0.623619078899736,0.2572407182052206,18,VGFR1_HUMAN,0.24,Low,1.0,1338.0,Vascular endothelial growth factor receptor 1 (VEGFR-1) (EC 2.7.10.1) (Fms-like tyrosine kinase 1) (FLT-1) (Tyrosine-protein kinase FRT) (Tyrosine-protein kinase receptor FLT) (FLT) (Vascular permeability factor receptor),True
P08247,0.6321435195343358,0.6233584546758103,0.3349926201015104,18,SYPH_HUMAN,0.27,Low,4.0,313.0,Synaptophysin (Major synaptic vesicle protein p38),True
Q9NV58,0.619184907964169,0.622818861455642,0.26374140099736665,18,RN19A_HUMAN,0.91,High,2.0,838.0,E3 ubiquitin-protein ligase RNF19A (EC 2.3.2.31) (Double ring-finger protein) (Dorfin) (RING finger protein 19A) (p38),True
O75445,0.6251416302533296,0.6218386516923744,0.3216714165810557,17,USH2A_HUMAN,0.98,High,1.0,5202.0,Usherin (Usher syndrome type IIa protein) (Usher syndrome type-2A protein),False
Q8WXG9,0.6140691001894838,0.6211717179537174,0.2916728128014467,15,AGRV1_HUMAN,0.74,High,7.0,6306.0,Adhesion G-protein coupled receptor V1 (ADGRV1) (EC 3.4.-.-) (G-protein coupled receptor 98) (Monogenic audiogenic seizure susceptibility protein 1 homolog) (Usher syndrome type-2C protein) (Very large G-protein coupled receptor 1) [Cleaved into: ADGRV1 subunit alpha; ADGRV1 subunit beta],False
Q13308,0.6106390888693237,0.6178779532181696,0.2091891702451079,18,PTK7_HUMAN,0.53,Medium,1.0,1070.0,Inactive tyrosine-protein kinase 7 (Colon carcinoma kinase 4) (CCK-4) (Protein-tyrosine kinase 7) (Pseudo tyrosine kinase receptor 7) (Tyrosine-protein kinase-like 7),True
Q8NHL6,0.6256613056510653,0.6172519084676048,0.22053577672867217,18,LIRB1_HUMAN,0.84,High,1.0,650.0,Leukocyte immunoglobulin-like receptor subfamily B member 1 (LIR-1) (Leukocyte immunoglobulin-like receptor 1) (CD85 antigen-like family member J) (Immunoglobulin-like transcript 2) (ILT-2) (Monocyte/macrophage immunoglobulin-like receptor 7) (MIR-7) (CD antigen CD85j),False
P78357,0.6306581908856786,0.6162534632783114,0.25603324350427425,18,CNTP1_HUMAN,0.43,Medium,1.0,1384.0,Contactin-associated protein 1 (Caspr) (Caspr1) (Neurexin IV) (Neurexin-4) (p190),True
P50993,0.6036499785889237,0.6143035487180302,0.24212257163843115,18,AT1A2_HUMAN,0.34,Low,10.0,1020.0,Sodium/potassium-transporting ATPase subunit alpha-2 (Na(+)/K(+) ATPase alpha-2 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-2),False
P09619,0.615238290296937,0.6140175671108677,0.1959089118744472,18,PGFRB_HUMAN,0.35,Low,1.0,1106.0,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b),True
P42261,0.6046338889959538,0.6138153184159549,0.21851046427809337,18,GRIA1_HUMAN,0.65,Medium,5.0,906.0,"Glutamate receptor 1 (GluR-1) (AMPA-selective glutamate receptor 1) (GluR-A) (GluR-K1) (Glutamate receptor ionotropic, AMPA 1) (GluA1)",True
Q9P0L0,0.5860741082176645,0.6122916946821916,0.33375070178282096,18,VAPA_HUMAN,0.81,High,1.0,249.0,Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33),True
Q6P995,0.618259938786816,0.6107697347827037,0.18699679569990704,18,F171B_HUMAN,0.89,High,1.0,826.0,Protein FAM171B,False
O43497,0.6371580973774378,0.6083031786680527,0.30818689371300073,18,CAC1G_HUMAN,1.0,High,24.0,2377.0,Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1),False
P20963,0.5948357745420584,0.608174389107162,0.31337434786776386,18,CD3Z_HUMAN,0.57,Medium,1.0,164.0,T-cell surface glycoprotein CD3 zeta chain (T-cell receptor T3 zeta chain) (CD antigen CD247),False
Q5T848,0.6186815798846794,0.6058796358235632,0.2505725834014485,18,GP158_HUMAN,0.99,High,7.0,1215.0,Probable G-protein coupled receptor 158,True
P13591,0.5902949831983038,0.6043951034172621,0.2756372959663099,18,NCAM1_HUMAN,0.39,Low,1.0,858.0,Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1) (CD antigen CD56),True
Q92729,0.5980504830248748,0.6038624860016687,0.2714761526268109,18,PTPRU_HUMAN,0.43,Medium,1.0,1446.0,Receptor-type tyrosine-protein phosphatase U (R-PTP-U) (EC 3.1.3.48) (Pancreatic carcinoma phosphatase 2) (PCP-2) (Protein-tyrosine phosphatase J) (PTP-J) (hPTP-J) (Protein-tyrosine phosphatase pi) (PTP pi) (Protein-tyrosine phosphatase receptor omicron) (PTP-RO) (Receptor-type protein-tyrosine phosphatase psi) (R-PTP-psi),True
P21796,0.557589527112572,0.6027195999339127,0.3717920818060587,18,VDAC1_HUMAN,0.27,Low,19.0,283.0,Voltage-dependent anion-selective channel protein 1 (VDAC-1) (hVDAC1) (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Porin 31HL) (Porin 31HM),True
O75077,0.6037767326119401,0.6024917905603373,0.19015623913906646,18,ADA23_HUMAN,0.41,Medium,1.0,832.0,"Disintegrin and metalloproteinase domain-containing protein 23 (ADAM 23) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 3) (MDC-3)",True
P42263,0.5991657094358183,0.6018834453608024,0.21578725932058346,18,GRIA3_HUMAN,0.56,Medium,5.0,894.0,"Glutamate receptor 3 (GluR-3) (AMPA-selective glutamate receptor 3) (GluR-C) (GluR-K3) (Glutamate receptor ionotropic, AMPA 3) (GluA3)",False
Q9GZY8,0.6006936369131946,0.6013413983713313,0.256530851342087,18,MFF_HUMAN,0.56,Medium,1.0,342.0,Mitochondrial fission factor,True
P05141,0.5702539366529048,0.6006968967684699,0.3244581404497964,18,ADT2_HUMAN,0.13,Low,6.0,298.0,"ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]",True
O96008,0.5950404215543449,0.5990170218526455,0.2777023631015069,18,TOM40_HUMAN,0.5,Medium,20.0,361.0,Mitochondrial import receptor subunit TOM40 homolog (Protein Haymaker) (Translocase of outer membrane 40 kDa subunit homolog) (p38.5),True
Q16623,0.5913323873079004,0.5988954068472382,0.30983874184203003,18,STX1A_HUMAN,0.43,Medium,1.0,288.0,Syntaxin-1A (Neuron-specific antigen HPC-1),False
O75051,0.5886952715002669,0.5975870327217385,0.24241378980839365,18,PLXA2_HUMAN,0.16,Low,1.0,1894.0,Plexin-A2 (Semaphorin receptor OCT),True
P23634,0.5852169727777765,0.5970946975244485,0.24134161241791463,18,AT2B4_HUMAN,0.24,Low,10.0,1241.0,Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4),False
O60313,0.5771943345814379,0.596894554477784,0.2709959264469217,18,OPA1_HUMAN,0.14,Low,2.0,960.0,"Dynamin-like 120 kDa protein, mitochondrial (EC 3.6.5.5) (Optic atrophy protein 1) [Cleaved into: Dynamin-like 120 kDa protein, form S1]",True
Q9HAR2,0.6061021462149474,0.5963216038771615,0.2527991796832558,18,AGRL3_HUMAN,0.77,High,7.0,1447.0,Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3),False
O15394,0.590818602886973,0.5954854604904632,0.26228542168280233,18,NCAM2_HUMAN,0.29,Low,1.0,837.0,Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2),True
P07333,0.5877127508193832,0.5947994142519941,0.19491498616492986,18,CSF1R_HUMAN,0.41,Medium,1.0,972.0,Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R) (EC 2.7.10.1) (Proto-oncogene c-Fms) (CD antigen CD115),True
P04843,0.5733370868999814,0.5947627830342498,0.25020411224773903,18,RPN1_HUMAN,0.19,Low,1.0,607.0,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1),True
P51693,0.6024330199875086,0.5942897576277016,0.2002689661148537,18,APLP1_HUMAN,0.96,High,1.0,650.0,Amyloid-like protein 1 (APLP) (APLP-1) [Cleaved into: C30],False
Q9UMF0,0.6046763864350537,0.592807117013203,0.2122418444929063,18,ICAM5_HUMAN,0.63,Medium,1.0,924.0,Intercellular adhesion molecule 5 (ICAM-5) (Telencephalin),True
Q9Y6N8,0.5900685591447309,0.5916037085779895,0.20194099032084936,18,CAD10_HUMAN,0.47,Medium,1.0,788.0,Cadherin-10 (T2-cadherin),True
O60500,0.580900721493443,0.5901322107129862,0.2638991343218278,17,NPHN_HUMAN,0.79,High,1.0,1241.0,Nephrin (Renal glomerulus-specific cell adhesion receptor),True
P04439,0.590676470361578,0.5888770777159797,0.2740217094473184,17,HLAA_HUMAN,0.47,Medium,1.0,365.0,"HLA class I histocompatibility antigen, A alpha chain (Human leukocyte antigen A) (HLA-A)",False
P78324,0.5859224056985366,0.5887127955878658,0.23370456753476276,18,SHPS1_HUMAN,0.63,Medium,1.0,504.0,Tyrosine-protein phosphatase non-receptor type substrate 1 (SHP substrate 1) (SHPS-1) (Brain Ig-like molecule with tyrosine-based activation motifs) (Bit) (CD172 antigen-like family member A) (Inhibitory receptor SHPS-1) (Macrophage fusion receptor) (MyD-1 antigen) (Signal-regulatory protein alpha-1) (Sirp-alpha-1) (Signal-regulatory protein alpha-2) (Sirp-alpha-2) (Signal-regulatory protein alpha-3) (Sirp-alpha-3) (p84) (CD antigen CD172a),True
Q16720,0.5777038596347842,0.5880382212527112,0.2639005933125885,18,AT2B3_HUMAN,0.86,High,10.0,1220.0,Plasma membrane calcium-transporting ATPase 3 (PMCA3) (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 3) (Plasma membrane calcium pump isoform 3),False
Q86Y82,0.5842396244354582,0.5864518476974302,0.27195994619688374,18,STX12_HUMAN,0.52,Medium,1.0,276.0,Syntaxin-12,True
Q92823,0.5753573228531971,0.5860509547945798,0.2555539292881737,18,NRCAM_HUMAN,0.36,Low,1.0,1304.0,Neuronal cell adhesion molecule (Nr-CAM) (Neuronal surface protein Bravo) (hBravo) (NgCAM-related cell adhesion molecule) (Ng-CAM-related),True
O00264,0.5585097508726004,0.583813527993674,0.33928845610163894,18,PGRC1_HUMAN,0.88,High,1.0,195.0,Membrane-associated progesterone receptor component 1 (mPR) (Dap1) (IZA),False
P08195,0.5668490094108303,0.5825462060618255,0.24892000766382497,18,4F2_HUMAN,0.43,Medium,1.0,630.0,4F2 cell-surface antigen heavy chain (4F2hc) (4F2 heavy chain antigen) (Lymphocyte activation antigen 4F2 large subunit) (Solute carrier family 3 member 2) (CD antigen CD98),True
P01889,0.5863525122955425,0.5744651918258756,0.2669238624582324,17,HLAB_HUMAN,0.44,Medium,1.0,362.0,"HLA class I histocompatibility antigen, B alpha chain (Human leukocyte antigen B) (HLA-B)",False
Q9NY47,0.5857522179148423,0.5733369810595711,0.2070273954426707,18,CA2D2_HUMAN,0.22,Low,1.0,1150.0,Voltage-dependent calcium channel subunit alpha-2/delta-2 (Voltage-gated calcium channel subunit alpha-2/delta-2) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-2; Voltage-dependent calcium channel subunit delta-2],True
Q14739,0.5730385958226227,0.5720436284677768,0.20682584586665714,18,LBR_HUMAN,0.25,Low,8.0,615.0,Delta(14)-sterol reductase LBR (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (C14SR) (Integral nuclear envelope inner membrane protein) (LMN2R) (Lamin-B receptor) (Sterol C14-reductase),True
P12236,0.5434126766470554,0.571080017680965,0.30965121183665806,18,ADT3_HUMAN,0.12,Low,6.0,298.0,"ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]",True
P30519,0.5496961804949051,0.5697057625669356,0.28885480408212333,18,HMOX2_HUMAN,0.24,Low,1.0,316.0,Heme oxygenase 2 (HO-2) (EC 1.14.14.18),True
P22455,0.5699921564778151,0.5678743000511767,0.25976614080387467,18,FGFR4_HUMAN,0.71,High,1.0,802.0,Fibroblast growth factor receptor 4 (FGFR-4) (EC 2.7.10.1) (CD antigen CD334),False
Q9Y6R1,0.573490794187038,0.5674448585576078,0.21984898462245792,18,S4A4_HUMAN,0.68,Medium,13.0,1079.0,Electrogenic sodium bicarbonate cotransporter 1 (Sodium bicarbonate cotransporter) (Na(+)/HCO3(-) cotransporter) (Solute carrier family 4 member 4) (kNBC1),False
Q9NY59,0.5821827824382763,0.5665456316725413,0.2785586556670771,18,NSMA2_HUMAN,0.48,Medium,2.0,655.0,Sphingomyelin phosphodiesterase 3 (EC 3.1.4.12) (Neutral sphingomyelinase 2) (nSMase-2) (nSMase2) (Neutral sphingomyelinase II),False
O95292,0.530724018542664,0.5625721906607636,0.33696132929673156,18,VAPB_HUMAN,0.32,Low,1.0,243.0,Vesicle-associated membrane protein-associated protein B/C (VAMP-B/VAMP-C) (VAMP-associated protein B/C) (VAP-B/VAP-C),False
O95202,0.5564071378440251,0.5617135602199059,0.23478862021248575,18,LETM1_HUMAN,0.42,Medium,1.0,739.0,Mitochondrial proton/calcium exchanger protein (Leucine zipper-EF-hand-containing transmembrane protein 1),True
Q96D05,0.5844079261150781,0.5614432690460602,0.31377724562225745,16,F241B_HUMAN,0.67,Medium,1.0,121.0,Protein FAM241B,True
P51805,0.5604601651788763,0.5596020240095266,0.23002618071769784,18,PLXA3_HUMAN,0.26,Low,1.0,1871.0,Plexin-A3 (Plexin-4) (Semaphorin receptor SEX),False
Q12846,0.5404663307315583,0.5584960910518211,0.283371403738242,18,STX4_HUMAN,0.35,Low,1.0,297.0,Syntaxin-4 (Renal carcinoma antigen NY-REN-31),True
Q9UIW2,0.5561399413532291,0.5571224987398089,0.2488398404739618,18,PLXA1_HUMAN,0.23,Low,1.0,1896.0,Plexin-A1 (Semaphorin receptor NOV),False
Q13724,0.5674946551614979,0.5567448574396466,0.26583216793649034,18,MOGS_HUMAN,0.8,High,1.0,837.0,Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I),True
Q3ZCQ8,0.55605695285177,0.5558607698803193,0.2244648143991095,18,TIM50_HUMAN,0.48,Medium,1.0,353.0,Mitochondrial import inner membrane translocase subunit TIM50,True
Q06418,0.5462859551720471,0.5516414723403147,0.19408466101435098,18,TYRO3_HUMAN,0.49,Medium,1.0,890.0,Tyrosine-protein kinase receptor TYRO3 (EC 2.7.10.1) (Tyrosine-protein kinase BYK) (Tyrosine-protein kinase DTK) (Tyrosine-protein kinase RSE) (Tyrosine-protein kinase SKY) (Tyrosine-protein kinase TIF),True
P21579,0.5239755794985599,0.5474903591694537,0.3361367834238911,18,SYT1_HUMAN,0.38,Low,1.0,422.0,Synaptotagmin-1 (Synaptotagmin I) (SytI) (p65),True
P05026,0.5209064973634038,0.5473880809682805,0.2720034535778477,18,AT1B1_HUMAN,0.25,Low,1.0,303.0,Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1),True
Q9Y277,0.5081293162732028,0.5468013373926482,0.3536955573220758,18,VDAC3_HUMAN,0.17,Low,19.0,283.0,Voltage-dependent anion-selective channel protein 3 (VDAC-3) (hVDAC3) (Outer mitochondrial membrane protein porin 3),False
P10415,0.5491875499387944,0.5466756330550467,0.2596712982506535,18,BCL2_HUMAN,0.52,Medium,1.0,239.0,Apoptosis regulator Bcl-2,True
Q99946,0.5644140775510418,0.5454359082151858,0.3465324380402864,18,PRRT1_HUMAN,1.0,High,2.0,306.0,Proline-rich transmembrane protein 1 (Dispanin subfamily D member 1) (DSPD1),True
P81605,0.5341937484423074,0.5434676413137648,0.3538161140337857,17,DCD_HUMAN,0.83,High,1.0,110.0,Dermcidin (EC 3.4.-.-) (Preproteolysin) [Cleaved into: Survival-promoting peptide; DCD-1],True
P10321,0.5519365292234165,0.5430122746394004,0.2743510202381925,17,HLAC_HUMAN,0.43,Medium,1.0,366.0,"HLA class I histocompatibility antigen, C alpha chain (HLA-C) (HLA-Cw) (Human leukocyte antigen C)",False
P12235,0.5174976524042454,0.5412704788054108,0.30254936149648365,18,ADT1_HUMAN,0.11,Low,6.0,298.0,"ADP/ATP translocase 1 (ADP,ATP carrier protein 1) (ADP,ATP carrier protein, heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1) (ANT 1) (Solute carrier family 25 member 4)",False
P01857,0.5141983350872086,0.5411821408996231,0.27059857050423874,17,IGHG1_HUMAN,0.43,Medium,1.0,330.0,Immunoglobulin heavy constant gamma 1 (Ig gamma-1 chain C region) (Ig gamma-1 chain C region EU) (Ig gamma-1 chain C region KOL) (Ig gamma-1 chain C region NIE),True
Q6MZM0,0.5288423506670057,0.5401415966442009,0.23449205707025997,18,HPHL1_HUMAN,0.22,Low,1.0,1159.0,Ferroxidase HEPHL1 (EC 1.16.3.1) (Hephaestin-like protein 1),True
P16615,0.5202649946193375,0.5394345545247847,0.2960657743611965,18,AT2A2_HUMAN,0.26,Low,10.0,1042.0,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 7.2.2.10) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",True
P08F94,0.5360436417955665,0.538307501834139,0.31969329326645635,17,PKHD1_HUMAN,0.62,Medium,1.0,4074.0,Fibrocystin (Polycystic kidney and hepatic disease 1 protein) (Polyductin) (Tigmin),True
Q08554,0.5197307480007991,0.5371392691829694,0.2345797639904339,18,DSC1_HUMAN,0.49,Medium,1.0,894.0,Desmocollin-1 (Cadherin family member 1) (Desmosomal glycoprotein 2/3) (DG2/DG3),True
O00445,0.5331088662016253,0.5352983606069731,0.2307748979680102,18,SYT5_HUMAN,0.27,Low,1.0,386.0,Synaptotagmin-5 (Synaptotagmin V) (SytV),False
Q14BN4,0.5195873575044144,0.5335580878256091,0.24287166084362324,18,SLMAP_HUMAN,0.37,Low,2.0,828.0,Sarcolemmal membrane-associated protein (Sarcolemmal-associated protein),False
O95573,0.5048018707755308,0.5323704620648776,0.24607379024760387,18,ACSL3_HUMAN,0.17,Low,1.0,720.0,Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 3) (LACS 3),True
P04629,0.519333685798498,0.5314959564269307,0.2285727570123919,18,NTRK1_HUMAN,0.35,Low,1.0,796.0,High affinity nerve growth factor receptor (EC 2.7.10.1) (Neurotrophic tyrosine kinase receptor type 1) (TRK1-transforming tyrosine kinase protein) (Tropomyosin-related kinase A) (Tyrosine kinase receptor) (Tyrosine kinase receptor A) (Trk-A) (gp140trk) (p140-TrkA),True
Q5SNT2,0.5502457632794788,0.530699447267139,0.265735334934956,18,TM201_HUMAN,0.93,High,5.0,666.0,Transmembrane protein 201 (Spindle-associated membrane protein 1),True
P07766,0.5347206521390676,0.529967357140787,0.2673695482178,18,CD3E_HUMAN,0.64,Medium,1.0,207.0,T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e),False
Q96AG3,0.532536206758371,0.5291504137902039,0.24934930142515369,18,S2546_HUMAN,0.43,Medium,6.0,418.0,Solute carrier family 25 member 46,True
Q5JPE7,0.5166000356349377,0.5283204789202814,0.2212604152745972,18,NOMO2_HUMAN,0.29,Low,1.0,1267.0,Nodal modulator 2 (pM5 protein 2),True
O75746,0.5130416166922579,0.5274717913574892,0.21047081871932674,18,CMC1_HUMAN,0.19,Low,6.0,678.0,Calcium-binding mitochondrial carrier protein Aralar1 (Mitochondrial aspartate glutamate carrier 1) (Solute carrier family 25 member 12),True
Q9UJS0,0.502613297099866,0.526843469744886,0.23522768233700753,18,CMC2_HUMAN,0.21,Low,6.0,675.0,Calcium-binding mitochondrial carrier protein Aralar2 (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13),False
P01133,0.5251122346314256,0.5266597130506502,0.2245602904217725,18,EGF_HUMAN,0.32,Low,1.0,1207.0,Pro-epidermal growth factor (EGF) [Cleaved into: Epidermal growth factor (Urogastrone)],False
O94901,0.5338830207724842,0.5260087735413419,0.21877025909611317,18,SUN1_HUMAN,0.25,Low,1.0,812.0,SUN domain-containing protein 1 (Protein unc-84 homolog A) (Sad1/unc-84 protein-like 1),False
O15270,0.5077672819172353,0.5226735569933768,0.27770090529427216,18,SPTC2_HUMAN,0.17,Low,1.0,562.0,Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2),False
Q05586,0.5193158525040872,0.5196146910303827,0.18062739733435138,18,NMDZ1_HUMAN,0.26,Low,4.0,938.0,"Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1)",True
O96005,0.5418071710311289,0.5190553765186934,0.22734448446774175,18,CLPT1_HUMAN,0.62,Medium,5.0,669.0,Cleft lip and palate transmembrane protein 1,True
Q9UPR5,0.5315843959410365,0.5182358728288308,0.24304944964693195,18,NAC2_HUMAN,0.7,Medium,11.0,921.0,Sodium/calcium exchanger 2 (Na(+)/Ca(2+)-exchange protein 2) (Solute carrier family 8 member 2),True
O14983,0.5022008334283204,0.517892993073009,0.26934873396652803,18,AT2A1_HUMAN,0.21,Low,10.0,1001.0,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 (SERCA1) (SR Ca(2+)-ATPase 1) (EC 7.2.2.10) (Calcium pump 1) (Calcium-transporting ATPase sarcoplasmic reticulum type, fast twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",False
Q8N111,0.5146400502623096,0.5146694118794051,0.3332102825448289,18,CEND_HUMAN,1.0,High,1.0,149.0,Cell cycle exit and neuronal differentiation protein 1 (BM88 antigen),True
